h3_d,traffic_ct,geometry
872a100daffffff,2260,"POLYGON ((-73.97091501430954 40.6992259778728, -73.98562327264152 40.692664094608205, -73.98514098370819 40.68034904926756, -73.96995827412121 40.67459578247987, -73.95525366546268 40.68115425367012, -73.95572811656075 40.69346940275966, -73.97091501430954 40.6992259778728))"
872b9badbffffff,20,"POLYGON ((-78.9149067585093 43.078296051897084, -78.92964045017128 43.070908432730576, -78.92777090701428 43.05828985796741, -78.91117616975501 43.05305801903467, -78.89644512901779 43.06044180467822, -78.89830617367328 43.07306126179549, -78.9149067585093 43.078296051897084))"
872b8a883ffffff,39,"POLYGON ((-76.03704286387956 43.813978476286835, -76.05247680002809 43.80691132932339, -76.05138107333947 43.79415470860311, -76.034860335509 43.788464800813685, -76.01942998932128 43.795528239379415, -76.02051679047345 43.80828529308389, -76.03704286387956 43.813978476286835))"
872aa6098ffffff,8,"POLYGON ((-78.69737057319273 42.44523884671918, -78.71193887052571 42.4379321547556, -78.71015368181845 42.42539803882792, -78.69380847722441 42.420169773534866, -78.6792428208525 42.42747267572449, -78.6810197272408 42.44000763201415, -78.69737057319273 42.44523884671918))"
872a14451ffffff,6,"POLYGON ((-73.55453795139024 41.78924551207804, -73.56964727208667 41.782657811117346, -73.56926535315536 41.77017846343652, -73.55378232670556 41.764286778237064, -73.53867693495594 41.770871045746354, -73.5390506406009 41.783350430910886, -73.55453795139024 41.78924551207804))"
872b9bacdffffff,10,"POLYGON ((-78.78952623969498 43.08684131121653, -78.8042835302046 43.07946889926838, -78.80244799852184 43.06684682419962, -78.78586368550442 43.06159629715562, -78.77110908359901 43.06896488110582, -78.7729361051831 43.08158781911326, -78.78952623969498 43.08684131121653))"
872a154e2ffffff,5,"POLYGON ((-72.91272997485268 40.92645042450636, -72.9276423459885 40.92001004047007, -72.92743669532449 40.90766271910736, -72.91232658693104 40.901755839033655, -72.89741815626394 40.90819288051768, -72.89761589350631 40.9205401436586, -72.91272997485268 40.92645042450636))"
872a100ccffffff,1073,"POLYGON ((-73.8513162826706 40.702385620826576, -73.8660408162072 40.695838993223134, -73.86558988110784 40.68352356017936, -73.8504222517855 40.67775466822268, -73.83570139732147 40.68429789237536, -73.83614449296627 40.696613410972475, -73.8513162826706 40.702385620826576))"
872b8a825ffffff,6,"POLYGON ((-75.70582504941237 43.885366146369584, -75.72133297588307 43.878338957834465, -75.72032851172114 43.865570438291414, -75.70382508455985 43.859828726291624, -75.68832085513823 43.86685222502588, -75.68931635535067 43.87962112450703, -75.70582504941237 43.885366146369584))"
872b8c259ffffff,9,"POLYGON ((-73.71983813111305 43.98601327701087, -73.73566437121006 43.97925452110211, -73.73521699214659 43.96646714888946, -73.71895240910804 43.960438472798884, -73.7031304460479 43.96719368028285, -73.70356878883683 43.97998111121598, -73.71983813111305 43.98601327701087))"
872ab5300ffffff,23,"POLYGON ((-79.67924950562553 42.14743778009808, -79.69356233378633 42.140035677462826, -79.69152526184457 42.12756324755273, -79.67518346986853 42.12249193310912, -79.66087297190434 42.129890217851845, -79.6629019347274 42.14236363399258, -79.67924950562553 42.14743778009808))"
872b9ba6bffffff,39,"POLYGON ((-78.5569520507737 43.12144534061993, -78.57175892956444 43.114099707963135, -78.56998583153185 43.101468723018975, -78.55341439190842 43.096182542663676, -78.53861027378888 43.10352435685616, -78.54037483373055 43.116156168878014, -78.5569520507737 43.12144534061993))"
872b886c4ffffff,5,"POLYGON ((-75.1792984701567 43.2162068122872, -75.19465740313584 43.209298554947836, -75.19381334608008 43.196617575959735, -75.1776190740341 43.19084455990012, -75.16226387806806 43.19774919604813, -75.16309921675986 43.21043046841156, -75.1792984701567 43.2162068122872))"
872aa414effffff,2,"POLYGON ((-76.68159835553676 42.562652843946665, -76.69652089375555 42.55559408813015, -76.69527906795908 42.543015299400096, -76.67912313214308 42.53749473743534, -76.6642038157159 42.54454980661629, -76.66543721272885 42.55712912339628, -76.68159835553676 42.562652843946665))"
872a15444ffffff,22,"POLYGON ((-72.71731300477205 40.9112101277484, -72.73224424335893 40.90479669030065, -72.7320901509164 40.89245267372929, -72.71701272664131 40.886522181603624, -72.70208547232785 40.89293229275839, -72.70223165802739 40.90527622136367, -72.71731300477205 40.9112101277484))"
872a16a16ffffff,5,"POLYGON ((-74.1166488323913 41.68149425268345, -74.1316500466445 41.674839511115415, -74.13111838924411 41.662375556516956, -74.11559369040357 41.65656621750582, -74.10059624549173 41.66321748839424, -74.10111972989111 41.67568156798168, -74.1166488323913 41.68149425268345))"
872b8e329ffffff,2,"POLYGON ((-75.1669119075134 44.23277954424853, -75.18261898548408 44.22580255046254, -75.18175931005378 44.21298528954078, -75.1652016724566 44.207144727589004, -75.14949850550146 44.214118052341604, -75.15034906472906 44.226935607009885, -75.1669119075134 44.23277954424853))"
872a1006affffff,389,"POLYGON ((-73.62764114194448 40.72645576695316, -73.64240158069182 40.7199363786347, -73.64200914120505 40.70761755435284, -73.62686411096968 40.70181806595239, -73.61210740896483 40.70833406627116, -73.61249200034173 40.7206529420262, -73.62764114194448 40.72645576695316))"
872b886d2ffffff,1,"POLYGON ((-75.30553969584102 43.211609147114196, -75.32087891384607 43.20468414774116, -75.31999999471638 43.1920043925827, -75.30379057096658 43.1862493222577, -75.28845505420314 43.193170691881114, -75.28932525955314 43.205850760544585, -75.30553969584102 43.211609147114196))"
872b8b880ffffff,1,"POLYGON ((-75.17619543247132 42.93072069282704, -75.1914596247268 42.92383335571553, -75.19062167707659 42.911191923494904, -75.17452814752208 42.90543753514331, -75.15926764695844 42.912321265104275, -75.16009698388984 42.924962989541065, -75.17619543247132 42.93072069282704))"
872b89661ffffff,2,"POLYGON ((-74.08202700245215 42.32131945229856, -74.09724104123593 42.31462304863741, -74.0967113571112 42.302065597501645, -74.08097603567668 42.29620443004662, -74.06576588058647 42.3028973349302, -74.06628716304648 42.31545490503485, -74.08202700245215 42.32131945229856))"
872b8a833ffffff,1,"POLYGON ((-75.8338976035386 43.880165229189174, -75.84938459879093 43.873120956515464, -75.84834429348426 43.86035400830745, -75.83182595048132 43.85463093115172, -75.81634261446379 43.86167150565895, -75.81737396171549 43.87443885443592, -75.8338976035386 43.880165229189174))"
872aa6004ffffff,2,"POLYGON ((-78.41113515914321 42.52105361491359, -78.42577389811248 42.51377649438253, -78.42406332865554 42.50122671429317, -78.40772234670106 42.49595325665364, -78.39308633879847 42.50322659741465, -78.39478858094783 42.51577717461075, -78.41113515914321 42.52105361491359))"
872a16a2cffffff,16,"POLYGON ((-73.9320002520215 41.64901002288912, -73.94701524689793 41.64238214212197, -73.9465334097846 41.62992305848881, -73.9310447404244 41.62409175824543, -73.91603355624473 41.63071618361043, -73.91650723056725 41.64317536362992, -73.9320002520215 41.64901002288912))"
872a10050ffffff,3261,"POLYGON ((-73.74855526409783 40.76049765438499, -73.76331110450401 40.753959960940115, -73.7628866074449 40.74163567224676, -73.74771412908271 40.73584900623318, -73.73296200169727 40.742383300991385, -73.73337863952567 40.75470765948506, -73.74855526409783 40.76049765438499))"
872b9ba51ffffff,33,"POLYGON ((-78.68789669073784 43.151046676048374, -78.70269149414115 43.14368188537697, -78.70088128876236 43.13104915616876, -78.68428481971553 43.12578036873791, -78.6694927422302 43.13314133296859, -78.6712944069614 43.14577491008216, -78.68789669073784 43.151046676048374))"
872a10046ffffff,43,"POLYGON ((-73.68868208434832 40.761977627077805, -73.70344597893558 40.75544761322747, -73.70303720066792 40.74312318949386, -73.68787238757132 40.7373287179662, -73.67311222068102 40.743855337519584, -73.67351313907078 40.75617982193268, -73.68868208434832 40.761977627077805))"
872a15468ffffff,43,"POLYGON ((-72.65687779558976 40.875124993100684, -72.67180482313854 40.868722143076916, -72.671666762388 40.856384000270026, -72.65660956812604 40.850448803504015, -72.64168653299055 40.85684833377258, -72.64181669972321 40.869186379595455, -72.65687779558976 40.875124993100684))"
872ab532cffffff,3,"POLYGON ((-79.58723989647521 42.154386841424326, -79.60157030514307 42.146995363142004, -79.59955756980972 42.13451998839082, -79.58322254317342 42.12943511860715, -79.56889449150005 42.13682278248801, -79.57089910848846 42.14929912961364, -79.58723989647521 42.154386841424326))"
872b8c275ffffff,27,"POLYGON ((-73.65947248508276 44.10261980345407, -73.67534766630607 44.09586216532096, -73.67491617553331 44.08305947203815, -73.65861858638324 44.077014367123375, -73.64274772105011 44.083768456314495, -73.64317012883325 44.096571198292146, -73.65947248508276 44.10261980345407))"
872a144dbffffff,12,"POLYGON ((-73.78206340795063 41.727677082712674, -73.79712334872704 41.721063419184624, -73.79668090958832 41.70859280673678, -73.78118672061437 41.702735783841284, -73.76613064125861 41.70934599947517, -73.76656488931557 41.721816684905086, -73.78206340795063 41.727677082712674))"
872a16a62ffffff,21,"POLYGON ((-73.88274555408398 41.55678451551416, -73.8977372769995 41.55016991283981, -73.89726956411636 41.53772459174954, -73.88181825895757 41.53189378344444, -73.86683034403613 41.538504938835175, -73.86728992612606 41.55095034882627, -73.88274555408398 41.55678451551416))"
872a1001effffff,1411,"POLYGON ((-73.85670023527591 40.85033129039723, -73.87147055107177 40.843772725733125, -73.87101676359464 40.83143445646035, -73.85580054916542 40.825654664774895, -73.84103393439061 40.83220981834454, -73.84147983288096 40.84454817372678, -73.85670023527591 40.85033129039723))"
872b89992ffffff,1,"POLYGON ((-73.64323431914512 43.12772820871222, -73.65877604452083 43.121036073684145, -73.65835825568531 43.10836505888362, -73.64240744443035 43.102386129894896, -73.62686985874267 43.10907476200203, -73.62727894448976 43.12174582498106, -73.64323431914512 43.12772820871222))"
872a14495ffffff,3,"POLYGON ((-73.86607729389284 41.931812092711134, -73.88119251141872 41.92517250337223, -73.88072547307371 41.912671731275395, -73.86515148001888 41.90681046183202, -73.85004013659982 41.91344658718699, -73.8504989119741 41.92594744496947, -73.86607729389284 41.931812092711134))"
872b89984ffffff,3,"POLYGON ((-73.51722740835663 43.130498075483615, -73.53278680573995 43.12382316796351, -73.53240383118327 43.1111519906152, -73.51647016345012 43.105155691681595, -73.50091493982266 43.111827106096, -73.50128921006008 43.124498311511836, -73.51722740835663 43.130498075483615))"
872b8b8f4ffffff,3,"POLYGON ((-75.06279137235468 42.87774079270406, -75.0780541127892 42.870872535061515, -75.07724830360462 42.85823803724279, -75.0611883468836 42.85247152193327, -75.04592932057693 42.85933618291681, -75.04672653651451 42.87197095484356, -75.06279137235468 42.87774079270406))"
872b8b765ffffff,1,"POLYGON ((-75.48532345812491 42.42616765209473, -75.50037765100386 42.419276340501, -75.4994647409289 42.40670770463155, -75.4835060549214 42.40103003972622, -75.4684553908171 42.407917747756834, -75.46935988354383 42.420486723247585, -75.48532345812491 42.42616765209473))"
872a16a74ffffff,233,"POLYGON ((-73.91461405338175 41.5933497558084, -73.92961338925535 41.58672825235275, -73.92913678237343 41.574277457739576, -73.91366898286269 41.568448071815965, -73.89867345296051 41.575066123845225, -73.89914191643945 41.58751701223507, -73.91461405338175 41.5933497558084))"
872aa4100ffffff,2,"POLYGON ((-76.80757230332331 42.727204567294145, -76.8225290012992 42.720116486813495, -76.82124828819347 42.70751577183043, -76.80501936050366 42.70200258734956, -76.79006587218886 42.70908696528314, -76.79133810129335 42.72168822923972, -76.80757230332331 42.727204567294145))"
872a16a58ffffff,14,"POLYGON ((-73.97117333840019 41.479758699702444, -73.98612881131915 41.47313806523584, -73.98563828233077 41.460704193257584, -73.97020038378275 41.45489085206576, -73.95524868419288 41.46150803636743, -73.95573110965692 41.473942011039966, -73.97117333840019 41.479758699702444))"
872a1540affffff,3,"POLYGON ((-72.85322801906436 40.964550679082635, -72.86815977571143 40.95811541702554, -72.86796965132983 40.94576253226039, -72.85285569617132 40.939844976074994, -72.83792790058075 40.94627689849474, -72.83811009908501 40.958629715767195, -72.85322801906436 40.964550679082635))"
872b8c201ffffff,3,"POLYGON ((-73.7741766394418 44.15771863840446, -73.7900554158548 44.15094133520091, -73.78959095828115 44.13813127862865, -73.77325682881654 44.132098456956896, -73.75738234671275 44.13887219957067, -73.75783769960096 44.15168232337395, -73.7741766394418 44.15771863840446))"
872a16a4effffff,33,"POLYGON ((-73.91036917829982 41.48135066161757, -73.92533308107187 41.47473794302108, -73.92485875957799 41.462303870353836, -73.90942863955775 41.45648242200209, -73.89446852558015 41.46309169488295, -73.89493474267185 41.475525860845174, -73.91036917829982 41.48135066161757))"
872a10032ffffff,330,"POLYGON ((-73.82936275712052 40.92517880397528, -73.84416016048321 40.91861814932793, -73.84371285058954 40.906268413698605, -73.82847605150381 40.90047924994746, -73.81368236765157 40.90703649187063, -73.81412176323462 40.91938630929956, -73.82936275712052 40.92517880397528))"
872aa4116ffffff,2,"POLYGON ((-76.90505957387681 42.76026166708443, -76.92001210318733 42.75315828476289, -76.9187038049142 42.74055397843417, -76.9024514687919 42.735052488889636, -76.88750212642682 42.74215216118863, -76.88880193261323 42.75475703204996, -76.90505957387681 42.76026166708443))"
872b99449ffffff,5,"POLYGON ((-78.17864850226375 43.37532227169682, -78.19359979813835 43.36800467529731, -78.19192131538838 43.35533270697405, -78.17530019257256 43.349977563355644, -78.16035179952367 43.35729134733907, -78.16202162561669 43.36996408635193, -78.17864850226375 43.37532227169682))"
872b8b855ffffff,1,"POLYGON ((-74.88705957755657 42.826801192983844, -74.9023302171058 42.81996025682594, -74.90157355585511 42.80733226944582, -74.88555483227796 42.801544971043604, -74.87028794632228 42.80838232541578, -74.87103603002937 42.82101055895125, -74.88705957755657 42.826801192983844))"
872b9baa8ffffff,2,"POLYGON ((-78.89301138778448 43.252068411385366, -78.9078046497465 43.24466911721626, -78.90593402001826 43.23202634810058, -78.8892786919896 43.226781990917296, -78.8744881075667 43.23417744349116, -78.8763501726841 43.24682109385575, -78.89301138778448 43.252068411385366))"
872a16ad5ffffff,32,"POLYGON ((-74.17120721749725 41.53033979889984, -74.18615266723423 41.52368902316598, -74.18560817116474 41.511247567051235, -74.1701263449001 41.50545675211453, -74.15518462639429 41.512104060478116, -74.15572100272809 41.524545650161656, -74.17120721749725 41.53033979889984))"
872a100a9ffffff,3030,"POLYGON ((-73.90099932114543 40.830651321302106, -73.91575777467853 40.8240884851862, -73.9152925218084 40.81175320253203, -73.9000766974348 40.80598066212677, -73.88532193106172 40.812540084842404, -73.8857793017534 40.82487546039684, -73.90099932114543 40.830651321302106))"
872a16ac3ffffff,1,"POLYGON ((-74.13917474623501 41.49387029861877, -74.1541127323924 41.487226455565775, -74.15357721426643 41.47479044185537, -74.13811181709649 41.46899814156691, -74.12317756439684 41.475638521368836, -74.1237049752205 41.488074663724255, -74.13917474623501 41.49387029861877))"
872b8a761ffffff,13,"POLYGON ((-76.34263843107813 43.3022319379272, -76.35785448820943 43.295161163853535, -76.35668634123151 43.282476179012946, -76.34031085382342 43.276861488042435, -76.32509822044706 43.283928559269825, -76.32625765016367 43.29661402328549, -76.34263843107813 43.3022319379272))"
872aa60ebffffff,1,"POLYGON ((-78.4473531885206 42.328976966703735, -78.4619254197308 42.321711549127926, -78.46021217816734 42.30918967438323, -78.44393496081643 42.30393241586985, -78.42936542788043 42.31119406200857, -78.43107041319045 42.323716737129686, -78.4473531885206 42.328976966703735))"
872b8a74dffffff,3,"POLYGON ((-76.3672114763764 43.224686740585035, -76.3823980984918 43.21761849837833, -76.38122513747133 43.204944356202674, -76.36487424069698 43.199337972575, -76.34969102380572 43.20640251424227, -76.35085529790351 43.21907713905089, -76.3672114763764 43.224686740585035))"
872b8968effffff,3,"POLYGON ((-74.48825677788122 42.38517678878855, -74.5034369258916 42.378421240942615, -74.50279598818064 42.36585495280444, -74.48698332307711 42.360044028693096, -74.47180696299806 42.36679604471315, -74.47243947983895 42.37936251565806, -74.48825677788122 42.38517678878855))"
872b9ba84ffffff,59,"POLYGON ((-78.9615804151977 43.28568345126388, -78.97637304487665 43.278272637976976, -78.97448217179426 43.26562658899966, -78.9578072405386 43.26039045991609, -78.94301727206944 43.26779742660227, -78.94489957268452 43.28044436798527, -78.9615804151977 43.28568345126388))"
872a100ddffffff,475,"POLYGON ((-73.91111623247608 40.70082124911157, -73.92583264427911 40.69426698880106, -73.92536603144032 40.681951740511245, -73.91019084532006 40.67619065691759, -73.89547809790157 40.68274150945508, -73.89593687206985 40.695056852396355, -73.91111623247608 40.70082124911157))"
872a154f3ffffff,10,"POLYGON ((-72.97279128374502 40.92537466926444, -72.98769597168992 40.91892643023856, -72.98747449414587 40.906579006193546, -72.97235624207532 40.90067986925277, -72.95745548011095 40.907124761039995, -72.9576690442132 40.91947213603748, -72.97279128374502 40.92537466926444))"
872b9badcffffff,100,"POLYGON ((-78.88914460625918 43.11831751863561, -78.90389544222474 43.110929828403876, -78.90203132943837 43.09830527458052, -78.8854248948252 43.09306753113056, -78.870676721964 43.1004513869585, -78.87253231967121 43.113076819656435, -78.88914460625918 43.11831751863561))"
872b8a703ffffff,1,"POLYGON ((-76.55718441426899 43.387779677575, -76.57239623783308 43.38067394033675, -76.57116636925161 43.367979301513884, -76.55473341824566 43.36238988504434, -76.5395249698842 43.36949190175195, -76.54074609672905 43.382187054430844, -76.55718441426899 43.387779677575))"
872b8a884ffffff,31,"POLYGON ((-76.00832913098557 43.85363268343539, -76.02378085183906 43.846566592685264, -76.02269222122028 43.83380447068067, -76.00616081126816 43.82810800982315, -75.99071269495035 43.83517039212371, -75.99179238352251 43.84793294268137, -76.00832913098557 43.85363268343539))"
872b8a715ffffff,11,"POLYGON ((-76.59254581132727 43.42435794490621, -76.60776437817168 43.41724476058702, -76.60652370560992 43.404545499517944, -76.59007321991797 43.39895890201339, -76.5748580235226 43.406068361789, -76.57608994176607 43.418768142583076, -76.59254581132727 43.42435794490621))"
872b9bacaffffff,41,"POLYGON ((-78.8522230762744 43.08258564103389, -78.86696858269343 43.07520561779546, -78.86511603946047 43.062585283174265, -78.84852649320482 43.05734409815681, -78.83378365655402 43.064720290621125, -78.8356276954579 43.077341497893656, -78.8522230762744 43.08258564103389))"
872a100cbffffff,1736,"POLYGON ((-73.87985218906891 40.66466399364503, -73.89456127114536 40.65811654684343, -73.89410321817935 40.6458069285649, -73.87894390975265 40.640044666168045, -73.86423849396847 40.646588709270766, -73.8646887201743 40.65889841750735, -73.87985218906891 40.66466399364503))"
872a154e5ffffff,14,"POLYGON ((-72.8526696819554 40.92749496587357, -72.86758970325629 40.921062445739075, -72.8673998794059 40.90871524540676, -72.85229794759685 40.90280063163512, -72.83738188122615 40.90922981392414, -72.83756379172723 40.921576946861315, -72.8526696819554 40.92749496587357))"
872b8b7a6ffffff,2,"POLYGON ((-75.86965455706076 42.561961846946396, -75.88469744422784 42.55500952119934, -75.88367697875582 42.542423922347936, -75.8676220821822 42.53679024767864, -75.85258264004464 42.54373893772334, -75.85359464898814 42.55632493713018, -75.86965455706076 42.561961846946396))"
872b8b81bffffff,3,"POLYGON ((-75.03145899517408 42.878835075962016, -75.04672653651451 42.87197095484356, -75.04592932057693 42.85933618291681, -75.02987315722702 42.8535652619428, -75.01460933872369 42.860425788550124, -75.01539796038902 42.87306082961708, -75.03145899517408 42.878835075962016))"
872a154c9ffffff,64,"POLYGON ((-72.91091807107485 40.81538457097526, -72.92579538369839 40.80895247419338, -72.92559070517639 40.796622244924826, -72.91051659003226 40.790724169442115, -72.89564319968669 40.797152929073576, -72.89584000219243 40.80948310037238, -72.91091807107485 40.81538457097526))"
872b8e3a4ffffff,1,"POLYGON ((-75.41588165932497 44.32019712323717, -75.43158224931021 44.31317975153101, -75.43065029114844 44.30035239031928, -75.41402688795152 44.29454206527081, -75.39833015151008 44.3015557461868, -75.39925296427852 44.31438344187066, -75.41588165932497 44.32019712323717))"
872aa60b3ffffff,8,"POLYGON ((-78.67710540969671 42.52256477361067, -78.69170141209084 42.51525403282021, -78.68991871707738 42.502708605735904, -78.67354833016324 42.49747308024299, -78.65895498335736 42.50478002814265, -78.66072936700311 42.51732629345634, -78.67710540969671 42.52256477361067))"
872aa60a5ffffff,2,"POLYGON ((-78.55317591854278 42.530789291946896, -78.56779471329138 42.52349344096354, -78.5660452799421 42.510944689507774, -78.54968537310427 42.505690968872116, -78.53506927018759 42.5129830325536, -78.53681038141994 42.52553260320039, -78.55317591854278 42.530789291946896))"
872a100f1ffffff,1235,"POLYGON ((-73.88395126133572 40.775545362093695, -73.89869458008344 40.76898892895246, -73.89823435839293 40.756662155537704, -73.88303868158226 40.75089172390568, -73.86829904548057 40.75744474760287, -73.86875140339751 40.76977161141101, -73.88395126133572 40.775545362093695))"
872b8e3b2ffffff,2,"POLYGON ((-75.54520647893055 44.31530872919669, -75.56088608394639 44.308273814328075, -75.55991755773323 44.295447843562094, -75.5432785659893 44.28965643110206, -75.52760277584284 44.2966876464193, -75.52856216210604 44.309513972678324, -75.54520647893055 44.31530872919669))"
872a16a8dffffff,2,"POLYGON ((-74.1888795151076 41.58592414444649, -74.20384045926644 41.579266911355276, -74.20329058308506 41.566817173180084, -74.18778790151975 41.561024530844044, -74.17283069303373 41.56767829257258, -74.17337243024312 41.58012816701115, -74.1888795151076 41.58592414444649))"
872a1651cffffff,5,"POLYGON ((-75.05343302611345 41.98968081396489, -75.06840668809991 41.982879388502255, -75.06761880723883 41.970371851706105, -75.05186553365998 41.964665468491205, -75.03689544828693 41.971463341336545, -75.03767505955129 41.98397114901653, -75.05343302611345 41.98968081396489))"
872a144caffffff,1,"POLYGON ((-73.72093785321385 41.72916746658707, -73.73600620714363 41.72256184274017, -73.7355801505348 41.71009108907628, -73.72009393166479 41.70422589477985, -73.7050294547862 41.71082807529754, -73.70544731959455 41.723298892447126, -73.72093785321385 41.72916746658707))"
872a16a2bffffff,14,"POLYGON ((-73.96105482614885 41.61083838975884, -73.97605372692895 41.604209450417294, -73.97556451347403 41.59175602445865, -73.96008454834227 41.58593143590618, -73.94508944471146 41.592556919513456, -73.94557050889811 41.60501044641757, -73.96105482614885 41.61083838975884))"
872b9ba56ffffff,4,"POLYGON ((-78.72474736320429 43.186858611083416, -78.73954760861999 43.179486162035715, -78.73772586145894 43.16684919391256, -78.72111241952797 43.16158381973092, -78.70631489347728 43.16895243867505, -78.70812808907253 43.18159026091529, -78.72474736320429 43.186858611083416))"
872aa4173ffffff,5,"POLYGON ((-76.72017783833893 42.636626935834116, -76.73511846441653 42.629557348425735, -76.73386411451372 42.616968485448545, -76.7176775922393 42.611448674266015, -76.70274018756756 42.61851456896157, -76.70398608317154 42.63110396654932, -76.72017783833893 42.636626935834116))"
872b8b8abffffff,15,"POLYGON ((-75.11101081669837 42.89503930213846, -75.12627245117277 42.88816331003423, -75.12545307889935 42.875526585959264, -75.10938067053064 42.86976557117029, -75.09412273982586 42.876637962400615, -75.09493351336344 42.88927496826822, -75.11101081669837 42.89503930213846))"
872a165acffffff,6,"POLYGON ((-75.13147713960011 42.00569070210623, -75.14644510041668 41.99887779554276, -75.14563589578262 41.98636822254873, -75.12986700377675 41.9806712720333, -75.1149026015579 41.987480619820474, -75.11570353240747 41.99999047590178, -75.13147713960011 42.00569070210623))"
872b9ba40ffffff,1,"POLYGON ((-78.6250875936672 43.155216536317326, -78.63989412958554 43.14785941888035, -78.63810100832836 43.13522499874058, -78.62150989653533 43.129946856903175, -78.60670610542067 43.13730015075417, -78.60849068039215 43.14993540903855, -78.6250875936672 43.155216536317326))"
872a10041ffffff,83,"POLYGON ((-73.65755457699633 40.72573531075509, -73.67231101531615 40.71921208345223, -73.67191072800973 40.70689331519704, -73.656761850088 40.701097717254214, -73.64200914120505 40.70761755435284, -73.64240158069182 40.7199363786347, -73.65755457699633 40.72573531075509))"
872aa6015ffffff,3,"POLYGON ((-78.47310819371006 42.517034886862355, -78.4877356297092 42.50975028741449, -78.48600841344879 42.4972021158452, -78.46966208243978 42.49193773610675, -78.45503735943149 42.499218552919054, -78.45675625359678 42.51176753113207, -78.47310819371006 42.517034886862355))"
872b8b891ffffff,8,"POLYGON ((-75.23892714494959 42.92844400168869, -75.25418162116816 42.92154839941525, -75.25332645539615 42.90890756655368, -75.23722542153152 42.90316203277263, -75.2219746194622 42.910054023653544, -75.22282117673106 42.92269515868215, -75.23892714494959 42.92844400168869))"
872b9ba6cffffff,43,"POLYGON ((-78.53085026389068 43.16140740165902, -78.54567434012327 43.15406182257993, -78.54390686609968 43.141424902660525, -78.52732386958682 43.13613273734252, -78.51250256647039 43.143474497169045, -78.51426148586121 43.15611224057415, -78.53085026389068 43.16140740165902))"
872b886c3ffffff,22,"POLYGON ((-75.20831592383372 43.17703053412863, -75.22365757724472 43.170121148620225, -75.22280621718505 43.15744569502358, -75.20662190618648 43.15167932799047, -75.19128397538019 43.15858509217551, -75.19212663258914 43.17126084368297, -75.20831592383372 43.17703053412863))"
872a16a11ffffff,50,"POLYGON ((-74.08455644298664 41.64494267882504, -74.09955011745171 41.63829487654859, -74.09902747336125 41.62583634583077, -74.0835193150417 41.620025496351936, -74.0685294121208 41.62666983208397, -74.0690438957923 41.63912848284859, -74.08455644298664 41.64494267882504))"
872a1006dffffff,387,"POLYGON ((-73.56781387499397 40.72787347666101, -73.58258229056595 40.72136177343309, -73.58220554757634 40.70904285075848, -73.56706823756355 40.70323558798184, -73.55230357332725 40.70974390763474, -73.55267246766502 40.72206287267536, -73.56781387499397 40.72787347666101))"
872a15443ffffff,2,"POLYGON ((-72.74685571076385 40.87369741261029, -72.76177143949236 40.86728275835946, -72.76160969597682 40.85494435204514, -72.74654011810067 40.84902068227589, -72.73162836029212 40.85543200963681, -72.73178220944706 40.867770332689744, -72.74685571076385 40.87369741261029))"
872a15455ffffff,1,"POLYGON ((-72.77734678679994 40.91023556251065, -72.79227045582657 40.90381424825242, -72.7921005496071 40.8914700694942, -72.77701488129678 40.885547282828405, -72.76209518216002 40.89196526604486, -72.76225718144688 40.90430936600063, -72.77734678679994 40.91023556251065))"
872ab5311ffffff,27,"POLYGON ((-79.74057114259217 42.14276476222735, -79.75487221585277 42.13535559596767, -79.75281893499094 42.12288515235627, -79.73647268277104 42.11782287861323, -79.72217392183734 42.125228224685515, -79.72421909979634 42.1376996637516, -79.74057114259217 42.14276476222735))"
872b89666ffffff,2,"POLYGON ((-74.11458870602118 42.35816908793808, -74.12981050874745 42.35146568043515, -74.12927154567336 42.33890293312153, -74.11351919448714 42.33304346824596, -74.09830127315517 42.3397433727802, -74.09883182141908 42.352306244146085, -74.11458870602118 42.35816908793808))"
872b9ba22ffffff,32,"POLYGON ((-78.72813931468379 43.32071802562005, -78.74298227884934 43.31333412747894, -78.74115425884739 43.3006789742355, -78.7244918751777 43.295406861786006, -78.70965164530452 43.302786922673114, -78.71147106388 43.315442932270535, -78.72813931468379 43.32071802562005))"
872aa6061ffffff,1,"POLYGON ((-78.22325300067621 42.40019020023686, -78.2378837060892 42.392946972649845, -78.23622842167666 42.380411287238395, -78.21995072600664 42.37511806181248, -78.20532279041974 42.38235752544799, -78.2069697798744 42.39489397748682, -78.22325300067621 42.40019020023686))"
872b89628ffffff,1,"POLYGON ((-74.19455003464329 42.412598984340676, -74.20977901788173 42.40588093708219, -74.20921764802057 42.39331040594937, -74.19343572868767 42.38745778447117, -74.17821061506454 42.3941723202027, -74.17876355095026 42.40674298792526, -74.19455003464329 42.412598984340676))"
872a1541bffffff,28,"POLYGON ((-72.91333585493733 40.96350651501898, -72.9282599489824 40.95706337519531, -72.92805397273162 40.94471036922607, -72.91293182836975 40.93880056041542, -72.89801168088509 40.945240355887606, -72.89820973118655 40.95759330355176, -72.91333585493733 40.96350651501898))"
872a16a49ffffff,8,"POLYGON ((-73.8785805128242 41.44483477846062, -73.89353683700118 41.438228949228204, -73.89307136511664 41.42580037104421, -73.87765766078441 41.41997753266443, -73.86270512740657 41.426579920315326, -73.86316250741021 41.43900858694252, -73.8785805128242 41.44483477846062))"
